20,0	118.56
20,1	89.89
20,2	85.97
20,3	27.03
20,4	58.39
20,5	106.87
20,6	99.08
20,7	59.34
20,8	36.33
20,9	66.59
20,10	52.1
20,11	56.49
20,12	69.96
20,13	21.89
20,14	58.23
20,15	63.63
20,16	44.4
20,17	22.31
20,18	113.9
20,19	24.54
20,20	52.02
20,21	61.26
20,22	21.55
20,23	55.16
20,24	109.68
20,25	50.18
20,26	20.41
20,27	18.18
20,28	65.83
20,29	51.51
20,30	106.52
20,31	40.94
20,32	31.63
20,33	10.54
20,34	62.54
20,35	30.85
20,36	58.93
20,37	50.3
20,38	83.12
20,39	112.78
20,40	66.23
20,41	58.17
20,42	22.13
20,43	17.12
20,44	16.43
20,45	60.64
20,46	53.13
20,47	36.61
20,48	26.08
20,49	62.81
20,50	38.63
20,51	32.01
20,52	71.35
20,53	16.69
20,54	33.27
20,55	55.4
20,56	15.32
20,57	18.34
20,58	56.85
20,59	51.15
20,60	49.11
20,61	15.86
20,62	13.73
20,63	29.03
20,64	28.15
20,65	19.55
20,66	10.23
20,67	24.63
20,68	13.48
20,69	70.19
20,70	20.4
20,71	49.91
20,72	44.21
20,73	74.26
20,74	13.32
20,75	74.92
20,76	15.68
20,77	20.91
20,78	28.48
20,79	31.28
20,80	14.78
20,81	32.91
20,82	85.79
20,83	28.38
20,84	32.96
20,85	26.15
20,86	6.15
20,87	27.29
20,88	39.07
20,89	14.16
20,90	25.47
20,91	29.62
20,92	16.38
20,93	17.97
20,94	59.36
20,95	35.3
20,96	22.14
20,97	27.3
20,98	23.56
20,99	31.84
20,100	16.44
20,101	12.28
20,102	63.26
20,103	40.2
20,104	40.25
20,105	25.77
20,106	96.78
20,107	17.51
20,108	70.48
20,109	23.57
20,110	37.21
20,111	10.83
20,112	64.69
20,113	115.28
20,114	80.01
20,115	15.61
20,116	53.06
20,117	94.7
20,118	65.22
20,119	57.67
20,120	41.64
20,121	55.72
20,122	63.0
20,123	41.74
20,124	67.29
20,125	85.82
20,126	77.49
20,127	36.3
20,128	20.92
20,129	69.91
20,130	9.07
20,131	24.7
20,132	50.29
20,133	34.77
20,134	15.93
20,135	21.77
20,136	54.28
20,137	51.44
20,138	37.67
20,139	11.12
20,140	36.24
20,141	9.56
20,142	9.74
20,143	80.04
20,144	8.9
20,145	63.57
20,146	8.27
20,147	67.4
20,148	55.72
20,149	26.73
20,150	44.79
20,151	15.0
20,152	35.98
20,153	49.77
20,154	16.42
20,155	21.59
20,156	34.41
20,157	37.4
20,158	32.82
20,159	98.31
20,160	41.39
20,161	55.92
20,162	50.55
20,163	75.63
20,164	24.28
20,165	22.5
20,166	31.97
20,167	52.14
20,168	8.22
20,169	24.07
20,170	21.97
20,171	91.8
20,172	39.31
20,173	35.65
20,174	54.35
20,175	52.55
20,176	21.32
20,177	54.51
20,178	26.39
20,179	47.73
20,180	47.75
20,181	24.78
20,182	30.52
20,183	20.13
20,184	45.35
20,185	41.0
20,186	29.13
20,187	39.07
20,188	58.9
20,189	22.03
20,190	77.06
20,191	43.1
20,192	31.6
20,193	16.48
20,194	28.86
20,195	94.71
20,196	48.81
20,197	83.93
20,198	84.0
20,199	47.41
20,200	12.74
20,201	108.87
20,202	21.94
20,203	19.21
20,204	14.07
20,205	49.88
20,206	24.24
20,207	13.33
20,208	84.47
20,209	38.47
20,210	29.34
20,211	45.91
20,212	31.81
20,213	53.02
20,214	41.13
20,215	10.57
20,216	42.43
20,217	35.94
20,218	15.79
20,219	60.82
20,220	19.17
20,221	76.06
20,222	69.22
20,223	37.42
20,224	21.2
20,225	9.53
20,226	7.3
20,227	24.35
