0_45_0,68.29991936683655
1_45_0,68.89025568962097
2_45_0,41.90342128276825
3_45_0,28.243285417556763
4_45_0,58.580416440963745
5_45_0,22.13338315486908
6_45_0,46.54063880443573
7_45_0,69.816654920578
8_45_0,68.44779849052429
9_45_0,68.46092939376831
10_45_0,32.73422718048096
11_45_0,55.12433648109436
12_45_0,48.59921038150787
13_45_0,20.068511366844177
14_45_0,33.13550651073456
15_45_0,70.97572088241577
16_45_0,70.5506980419159
17_45_0,71.00901007652283
18_45_0,50.86819529533386
19_45_0,62.30658292770386
20_45_0,57.070392370224
21_45_0,23.00662100315094
22_45_0,37.457075715065
23_45_0,69.4778561592102
24_45_0,71.36580348014832
25_45_0,70.66215872764587
26_45_0,57.38908052444458
27_45_0,44.35069561004639
28_45_0,56.8554162979126
29_45_0,20.25708258152008
30_45_0,50.7415235042572
31_45_0,69.20306086540222
32_45_0,71.24461531639099
33_45_0,70.74089646339417
34_45_0,34.550800919532776
35_45_0,58.34500193595886
36_45_0,32.08443820476532
37_45_0,23.397788405418396
38_45_0,22.845444083213806
39_45_0,69.89800930023193
40_45_0,68.80109906196594
41_45_0,70.159512758255
42_45_0,59.36684012413025
43_45_0,59.369975328445435
44_45_0,52.79998183250427
45_45_0,20.91236412525177
46_45_0,69.38816905021667
47_45_0,69.20910477638245
48_45_0,68.7053382396698
49_45_0,70.22361755371094
50_45_0,40.331482887268066
51_45_0,51.24102234840393
52_45_0,61.8016242980957
53_45_0,21.402597427368164
54_45_0,60.78951954841614
55_45_0,69.36303973197937
56_45_0,69.65680718421936
57_45_0,70.15983462333679
58_45_0,60.87799668312073
59_45_0,33.788228034973145
60_45_0,42.55034327507019
61_45_0,21.24224305152893
62_45_0,68.39060187339783
63_45_0,70.1403558254242
64_45_0,68.3005690574646
65_45_0,69.06021237373352
66_45_0,50.94272494316101
67_45_0,37.489673495292664
68_45_0,47.23576009273529
69_45_0,23.320889472961426
70_45_0,44.016820192337036
71_45_0,70.64576745033264
72_45_0,69.61191296577454
73_45_0,70.21276354789734
74_45_0,32.20628798007965
75_45_0,36.330223083496094
76_45_0,43.15950870513916
77_45_0,22.88314402103424
78_45_0,62.27642893791199
79_45_0,65.29045701026917
0_45_1,67.58483648300171
1_45_1,67.6189661026001
2_45_1,63.146889209747314
3_45_1,57.88641571998596
4_45_1,49.66648817062378
5_45_1,12.638667225837708
6_45_1,39.64315354824066
7_45_1,67.54100322723389
8_45_1,67.70762801170349
9_45_1,68.05430054664612
10_45_1,65.01193642616272
11_45_1,59.050726890563965
12_45_1,47.10698127746582
13_45_1,11.29547506570816
14_45_1,11.816893517971039
15_45_1,67.98474788665771
16_45_1,67.82923340797424
17_45_1,67.70731210708618
18_45_1,65.97412824630737
19_45_1,59.33640003204346
20_45_1,44.259220361709595
21_45_1,12.473073601722717
22_45_1,42.54388213157654
23_45_1,66.1352813243866
24_45_1,67.34762191772461
25_45_1,67.20029711723328
26_45_1,64.45586085319519
27_45_1,57.967936992645264
28_45_1,45.53650915622711
29_45_1,11.552834510803223
30_45_1,52.01749801635742
31_45_1,67.89588332176208
32_45_1,67.86268949508667
33_45_1,67.86656975746155
34_45_1,65.64604043960571
35_45_1,53.14074158668518
36_45_1,23.32393229007721
37_45_1,10.979869961738586
38_45_1,16.634182631969452
39_45_1,63.14672827720642
40_45_1,67.84805655479431
41_45_1,67.37982034683228
42_45_1,63.33709955215454
43_45_1,58.710020780563354
44_45_1,38.3444607257843
45_45_1,11.61244511604309
46_45_1,66.55822992324829
47_45_1,67.68603324890137
48_45_1,67.15074181556702
49_45_1,67.02550053596497
50_45_1,63.764488697052
51_45_1,58.69385004043579
52_45_1,38.6556476354599
53_45_1,11.75144910812378
54_45_1,29.173773527145386
55_45_1,67.37644076347351
56_45_1,66.37584567070007
57_45_1,65.93272089958191
58_45_1,64.90568518638611
59_45_1,53.55857610702515
60_45_1,25.750166177749634
61_45_1,12.827402353286743
62_45_1,59.03943181037903
63_45_1,67.49345064163208
64_45_1,67.50072836875916
65_45_1,67.23010540008545
66_45_1,65.45782685279846
67_45_1,59.1249942779541
68_45_1,22.329887747764587
69_45_1,13.966907560825348
70_45_1,21.11796736717224
71_45_1,67.60384440422058
72_45_1,67.71888732910156
73_45_1,67.52679347991943
74_45_1,65.76183438301086
75_45_1,59.15992856025696
76_45_1,52.52721309661865
77_45_1,12.090639770030975
78_45_1,58.13907980918884
79_45_1,65.90004563331604
0_45_2,63.67326378822327
1_45_2,64.8349940776825
2_45_2,37.8208726644516
3_45_2,40.52321910858154
4_45_2,50.54214596748352
5_45_2,54.638463258743286
6_45_2,66.63406491279602
7_45_2,64.47299718856812
8_45_2,63.16574215888977
9_45_2,65.16199707984924
10_45_2,32.51228332519531
11_45_2,44.74295973777771
12_45_2,46.53100669384003
13_45_2,61.381131410598755
14_45_2,67.42188930511475
15_45_2,64.47036266326904
16_45_2,66.48980975151062
17_45_2,66.86275005340576
18_45_2,42.01909303665161
19_45_2,48.84496629238129
20_45_2,56.86884522438049
21_45_2,43.26782524585724
22_45_2,67.5991952419281
23_45_2,64.45605754852295
24_45_2,64.25126194953918
25_45_2,60.37779450416565
26_45_2,40.00738561153412
27_45_2,45.87385058403015
28_45_2,45.75808644294739
29_45_2,48.1734961271286
30_45_2,63.286375999450684
31_45_2,67.27121472358704
32_45_2,68.06257963180542
33_45_2,65.92714786529541
34_45_2,33.94555747509003
35_45_2,49.87753927707672
36_45_2,48.746174573898315
37_45_2,55.960071086883545
38_45_2,65.88407158851624
39_45_2,48.84577393531799
40_45_2,64.44068551063538
41_45_2,65.84712266921997
42_45_2,40.355828404426575
43_45_2,45.4063355922699
44_45_2,47.6888507604599
45_45_2,62.90019154548645
46_45_2,67.56554841995239
47_45_2,67.5807774066925
48_45_2,60.54168343544006
49_45_2,66.24711751937866
50_45_2,37.8041535615921
51_45_2,45.916855335235596
52_45_2,51.564013957977295
53_45_2,54.65124249458313
54_45_2,65.95256328582764
55_45_2,67.59893298149109
56_45_2,67.82671213150024
57_45_2,63.75778317451477
58_45_2,35.015544295310974
59_45_2,40.02431631088257
60_45_2,50.04199147224426
61_45_2,59.84817147254944
62_45_2,65.68223237991333
63_45_2,45.299747586250305
64_45_2,64.43070769309998
65_45_2,66.09371900558472
66_45_2,43.947023153305054
67_45_2,43.65285933017731
68_45_2,49.412307143211365
69_45_2,60.17579436302185
70_45_2,59.620898962020874
71_45_2,67.09038615226746
72_45_2,63.15879821777344
73_45_2,66.61301851272583
74_45_2,40.48132300376892
75_45_2,47.097936272621155
76_45_2,48.62564206123352
77_45_2,61.4660918712616
78_45_2,62.933748960494995
79_45_2,68.59509348869324
0_45_3,55.21498918533325
1_45_3,61.609476804733276
2_45_3,32.19798803329468
3_45_3,36.91108822822571
4_45_3,50.13158321380615
5_45_3,60.323548316955566
6_45_3,62.030744552612305
7_45_3,60.256630182266235
8_45_3,62.18956708908081
9_45_3,63.660961389541626
10_45_3,29.03900146484375
11_45_3,50.96694827079773
12_45_3,56.22354745864868
13_45_3,62.02666759490967
14_45_3,62.77931332588196
15_45_3,65.02377390861511
16_45_3,62.574976682662964
17_45_3,64.03170228004456
18_45_3,31.34309947490692
19_45_3,53.02998423576355
20_45_3,56.12027645111084
21_45_3,49.87136721611023
22_45_3,62.81968951225281
23_45_3,63.080328702926636
24_45_3,53.88158559799194
25_45_3,61.98735237121582
26_45_3,31.63103461265564
27_45_3,50.15910267829895
28_45_3,49.612241983413696
29_45_3,57.735246419906616
30_45_3,63.69287371635437
31_45_3,65.69007635116577
32_45_3,61.65504455566406
33_45_3,64.02096748352051
34_45_3,31.196290254592896
35_45_3,58.738869428634644
36_45_3,56.338101625442505
37_45_3,61.498790979385376
38_45_3,61.99402213096619
39_45_3,62.087321281433105
40_45_3,60.65567135810852
41_45_3,63.630467653274536
42_45_3,30.52990436553955
43_45_3,47.30815291404724
44_45_3,55.256688594818115
45_45_3,63.01014423370361
46_45_3,61.898308992385864
47_45_3,64.25475478172302
48_45_3,55.79245686531067
49_45_3,63.47654461860657
50_45_3,30.57447075843811
51_45_3,46.76142930984497
52_45_3,50.58029890060425
53_45_3,61.96913123130798
54_45_3,63.03325891494751
55_45_3,64.07492756843567
56_45_3,64.50436115264893
57_45_3,63.74536156654358
58_45_3,31.092506647109985
59_45_3,47.28814959526062
60_45_3,54.63123321533203
61_45_3,62.18780279159546
62_45_3,63.497406244277954
63_45_3,62.63847351074219
64_45_3,61.163175106048584
65_45_3,62.91987895965576
66_45_3,31.94841742515564
67_45_3,50.30369162559509
68_45_3,53.89326214790344
69_45_3,61.849790811538696
70_45_3,62.62751817703247
71_45_3,61.675626039505005
72_45_3,53.101325035095215
73_45_3,60.81836819648743
74_45_3,33.98357629776001
75_45_3,54.749321937561035
76_45_3,55.94848394393921
77_45_3,61.589115858078
78_45_3,62.26774454116821
79_45_3,64.06859755516052
0_45_4,68.40473413467407
1_45_4,68.64198446273804
2_45_4,44.187140464782715
3_45_4,43.56410205364227
4_45_4,50.64128637313843
5_45_4,55.77738881111145
6_45_4,68.61803531646729
7_45_4,68.56639981269836
8_45_4,67.06563830375671
9_45_4,68.77275109291077
10_45_4,38.28861713409424
11_45_4,46.14950716495514
12_45_4,47.816818952560425
13_45_4,59.24983024597168
14_45_4,69.07511949539185
15_45_4,66.29946827888489
16_45_4,67.14774966239929
17_45_4,68.72708797454834
18_45_4,43.298932909965515
19_45_4,46.830910444259644
20_45_4,53.82992625236511
21_45_4,59.778404235839844
22_45_4,69.7982668876648
23_45_4,66.30857586860657
24_45_4,65.72354435920715
25_45_4,64.12310600280762
26_45_4,42.91906952857971
27_45_4,47.2050666809082
28_45_4,49.26064610481262
29_45_4,52.55374312400818
30_45_4,63.85214924812317
31_45_4,65.42753577232361
32_45_4,67.60488748550415
33_45_4,67.03398823738098
34_45_4,41.1749392747879
35_45_4,52.306580543518066
36_45_4,51.333677768707275
37_45_4,56.49797320365906
38_45_4,65.18281102180481
39_45_4,55.560070276260376
40_45_4,65.5117392539978
41_45_4,69.05990242958069
42_45_4,43.07801425457001
43_45_4,44.55825388431549
44_45_4,49.35396909713745
45_45_4,60.39175987243652
46_45_4,67.1823263168335
47_45_4,69.3329930305481
48_45_4,64.17738795280457
49_45_4,68.20201873779297
50_45_4,40.16125500202179
51_45_4,44.757941365242004
52_45_4,51.0479211807251
53_45_4,55.07975220680237
54_45_4,65.17536044120789
55_45_4,67.26032495498657
56_45_4,68.864905834198
57_45_4,66.63411855697632
58_45_4,38.21687698364258
59_45_4,43.99521350860596
60_45_4,53.036606311798096
61_45_4,57.86718726158142
62_45_4,67.69902110099792
63_45_4,52.274078130722046
64_45_4,68.47851872444153
65_45_4,67.59892702102661
66_45_4,44.11436915397644
67_45_4,48.40307831764221
68_45_4,52.13683843612671
69_45_4,56.87153339385986
70_45_4,57.98841118812561
71_45_4,65.81335067749023
72_45_4,58.31970572471619
73_45_4,68.49498748779297
74_45_4,44.72504258155823
75_45_4,50.27027726173401
76_45_4,51.45118832588196
77_45_4,54.2697548866272
78_45_4,60.73881387710571
79_45_4,67.85128116607666
0_45_5,62.93054223060608
1_45_5,63.865989446640015
2_45_5,34.769004583358765
3_45_5,48.87111186981201
4_45_5,34.042054414749146
5_45_5,20.931753516197205
6_45_5,45.67662477493286
7_45_5,63.66705298423767
8_45_5,59.20642018318176
9_45_5,65.98451733589172
10_45_5,34.00393724441528
11_45_5,39.5995557308197
